date,0,1,2,3,4
2017-10-27,0.9431524276733398,0.028799204155802727,0.0,0.0,0.026583604514598846
2017-10-31,0.7725743055343628,0.19708265364170074,0.0,0.0,0.028852753341197968
2017-11-06,0.9573050737380981,0.0,0.0,0.0,0.034353818744421005
2017-12-01,0.7593520879745483,0.20891468226909637,0.0,0.0,0.023714685812592506
2017-12-04,0.6766319870948792,0.22168207168579102,0.016036055982112885,0.0,0.08503000438213348
2017-12-05,0.8639867901802063,0.0757606029510498,0.0,0.0,0.05690407007932663
2017-12-06,0.9574670195579529,0.0,0.0,0.018774356693029404,0.020901789888739586
2017-12-07,0.929215669631958,0.03155893832445145,0.0,0.0,0.03193651884794235
2017-12-08,0.7408827543258667,0.0,0.0,0.0,0.25707492232322693
2017-12-11,0.6949558258056641,0.0,0.0,0.0,0.3032459318637848
2017-12-12,0.660432755947113,0.0,0.0,0.0,0.3353189527988434
2017-12-14,0.7044286131858826,0.0,0.0,0.0,0.29348158836364746
2017-12-16,0.6466104388237,0.0,0.0,0.0,0.3450256884098053
2017-12-17,0.6630420088768005,0.0,0.01005292683839798,0.0,0.32611528038978577
2017-12-19,0.8772921562194824,0.10072175413370132,0.0,0.0,0.01948293298482895
2017-12-20,0.9667128920555115,0.029177475720643997,0.0,0.0,0.0
2017-12-21,0.6684005856513977,0.28945156931877136,0.017530063167214394,0.0,0.015317109413444996
2017-12-24,0.7090975046157837,0.2736099660396576,0.0,0.010597201064229012,0.0
2017-12-28,0.9341588616371155,0.06341010332107544,0.0,0.0,0.0
2017-12-30,0.7211162447929382,0.259519100189209,0.0,0.010325223207473755,0.0
2017-12-31,0.7921872735023499,0.16139288246631622,0.013073439709842205,0.0,0.032427504658699036
2018-01-01,0.7003207206726074,0.2967211902141571,0.0,0.0,0.0
2018-01-02,0.6416276693344116,0.25989478826522827,0.06717775762081146,0.01094256155192852,0.020357178524136543
2018-01-03,0.8749463558197021,0.0865020751953125,0.019713295623660088,0.0,0.018204480409622192
2018-01-04,0.8492319583892822,0.14820127189159393,0.0,0.0,0.0
2018-01-05,0.6313513517379761,0.3104846477508545,0.030575765296816826,0.0,0.02165396511554718
2018-01-06,0.7610122561454773,0.0,0.0,0.0,0.22875824570655823
2018-01-07,0.6692985892295837,0.2954893410205841,0.0,0.0,0.026587961241602898
2018-01-08,0.6869657039642334,0.26656463742256165,0.0,0.0,0.041061434894800186
2018-01-09,0.5215131640434265,0.4353247284889221,0.010524195618927479,0.0,0.02472764626145363
2018-01-10,0.8347443342208862,0.15875989198684692,0.0,0.0,0.0
2018-01-11,0.6389338374137878,0.30597254633903503,0.0260964035987854,0.0,0.02345891110599041
2018-01-12,0.6762884259223938,0.29729437828063965,0.024969184771180153,0.0,0.0
2018-01-13,0.4203392267227173,0.5413942337036133,0.0,0.02426201105117798,0.013549678958952427
2018-01-14,0.6502346992492676,0.3043747842311859,0.0,0.0,0.03608061373233795
2018-01-15,0.42296549677848816,0.5168365836143494,0.03124007023870945,0.0,0.02831738069653511
2018-01-16,0.7511504888534546,0.2036004364490509,0.02936459705233574,0.0,0.011816706508398056
2018-01-17,0.7240636944770813,0.2624293863773346,0.0,0.0,0.0
2018-01-18,0.33486294746398926,0.30312344431877136,0.013165249489247799,0.0,0.34697622060775757
2018-01-19,0.8777846693992615,0.12007167190313339,0.0,0.0,0.0
2018-01-20,0.2226264923810959,0.7196276187896729,0.022186193615198135,0.0,0.03184189647436142
2018-01-21,0.6593428254127502,0.16413381695747375,0.06097321957349777,0.07720566540956497,0.03834446147084236
2018-01-22,0.410661906003952,0.42895469069480896,0.1115899607539177,0.04822589084506035,0.0
2018-01-23,0.7288859486579895,0.10490182042121887,0.035721514374017715,0.0,0.129710853099823
2018-01-24,0.6594528555870056,0.0,0.0,0.0,0.32958972454071045
2018-01-25,0.5123371481895447,0.4524235129356384,0.012329650111496449,0.011947008781135082,0.010962704196572304
2018-01-26,0.3417467474937439,0.6063339710235596,0.018094446510076523,0.0,0.033332690596580505
2018-01-27,0.6432207226753235,0.0,0.0,0.0,0.34640517830848694
2018-01-28,0.14750996232032776,0.10439770668745041,0.5937466025352478,0.0,0.1481768935918808
2018-01-29,0.829014241695404,0.1669042855501175,0.0,0.0,0.0
2018-01-30,0.7548249363899231,0.21032600104808807,0.0,0.0,0.02277609147131443
2018-01-31,0.7948940396308899,0.19912472367286682,0.0,0.0,0.0
2018-02-01,0.7675390839576721,0.168522909283638,0.0,0.0,0.06121990084648132
2018-02-02,0.7874934077262878,0.19135500490665436,0.0,0.0,0.017125630751252174
2018-02-03,0.6262528896331787,0.21755146980285645,0.0,0.0,0.15306887030601501
2018-02-04,0.6531074047088623,0.232288658618927,0.1011347770690918,0.0,0.012769241817295551
2018-02-05,0.7664039134979248,0.10993626713752747,0.0,0.0,0.1179376170039177
2018-02-06,0.8274049758911133,0.04531655088067055,0.0,0.0,0.12301797419786453
2018-02-07,0.2851564288139343,0.5311154127120972,0.07182120531797409,0.045430175960063934,0.06647678464651108
2018-02-08,0.5546562671661377,0.3543427586555481,0.025929322466254234,0.0,0.05976494774222374
2018-02-09,0.5441606640815735,0.0,0.011967366561293602,0.0,0.43850085139274597
2018-02-10,0.6482300162315369,0.0,0.0,0.0,0.34055593609809875
2018-02-11,0.5390225648880005,0.027650972828269005,0.0727701187133789,0.0,0.355610191822052
2018-02-12,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2018-02-13,0.6640295386314392,0.02539789490401745,0.26044929027557373,0.025007586926221848,0.02511567622423172
2018-02-14,0.4971301555633545,0.4575948715209961,0.0,0.0,0.03675509989261627
2018-02-15,0.3216599225997925,0.38505131006240845,0.24343828856945038,0.0432773157954216,0.0
2018-02-16,0.5651863217353821,0.01617647334933281,0.387491911649704,0.015592536889016628,0.01555271353572607
2018-02-17,0.8396130204200745,0.04038228839635849,0.040001582354307175,0.04000158980488777,0.04000157490372658
2018-02-18,0.7678263783454895,0.2131831794977188,0.0,0.015186158008873463,0.0
2018-02-19,0.640748918056488,0.04112852364778519,0.04057828336954117,0.2375028282403946,0.04004145786166191
2018-02-20,0.7676545977592468,0.11826875060796738,0.01830240711569786,0.07741305232048035,0.018361208960413933
2018-02-21,0.6381344795227051,0.24162273108959198,0.04008091613650322,0.040081389248371124,0.04008050262928009
2018-02-22,0.419565349817276,0.40821102261543274,0.12759073078632355,0.022292250767350197,0.022340672090649605
2018-02-23,0.3428010046482086,0.5962371826171875,0.020340291783213615,0.020473439246416092,0.020148074254393578
2018-02-24,0.6931410431861877,0.2764337658882141,0.01036175899207592,0.01002688892185688,0.01003655418753624
2018-02-25,0.8396072387695312,0.04038802161812782,0.04000158607959747,0.04000159353017807,0.040001578629016876
2018-02-26,0.38575172424316406,0.4435366690158844,0.15215758979320526,0.0,0.0
2018-02-27,0.9612982869148254,0.0,0.0,0.0,0.0
2018-02-28,0.8992535471916199,0.025742361322045326,0.025001363828778267,0.025001371279358864,0.02500136010348797
2018-03-01,0.7999591827392578,0.050034694373607635,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-03-02,0.3965274393558502,0.0,0.5747315287590027,0.0,0.0
2018-03-03,0.1032833531498909,0.5967077016830444,0.1000029668211937,0.10000298917293549,0.1000029668211937
2018-03-04,0.5649685859680176,0.033443864434957504,0.3347550928592682,0.03333684056997299,0.03349564969539642
2018-03-06,0.8362457752227783,0.040409188717603683,0.043333251029253006,0.04000589996576309,0.04000584036111832
2018-03-07,0.6527238488197327,0.3069630265235901,0.013401927426457405,0.013418562710285187,0.013492678292095661
2018-03-08,0.7138020396232605,0.26482129096984863,0.016366485506296158,0.0,0.0
2018-03-09,0.6786657571792603,0.3134499788284302,0.0,0.0,0.0
2018-03-10,0.6786612868309021,0.31345441937446594,0.0,0.0,0.0
2018-03-11,0.5463347434997559,0.3679467737674713,0.02857283502817154,0.028572838753461838,0.028572825714945793
2018-03-12,0.5896033644676208,0.025119395926594734,0.33518046140670776,0.02502499893307686,0.0250717643648386
2018-03-13,0.3201521337032318,0.6095664501190186,0.05262817442417145,0.0,0.015925509855151176
2018-03-14,0.7999593615531921,0.050034523010253906,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-03-15,0.4913961589336395,0.4335968792438507,0.02500232122838497,0.025002332404255867,0.025002310052514076
2018-03-16,0.7138044834136963,0.2648189067840576,0.016366422176361084,0.0,0.0
2018-03-17,0.8387769460678101,0.04121745005249977,0.040001872926950455,0.04000188782811165,0.04000186547636986
2018-03-18,0.8396146297454834,0.04038064181804657,0.040001582354307175,0.04000158980488777,0.04000157490372658
2018-03-19,0.2931218445301056,0.433767706155777,0.09396270662546158,0.016703804954886436,0.16244395077228546
2018-03-20,0.5381047129631042,0.40281859040260315,0.0,0.0,0.053873371332883835
2018-03-21,0.7079680562019348,0.2752673327922821,0.0,0.0,0.0
2018-03-22,0.31050607562065125,0.6429696679115295,0.015530076809227467,0.015393438749015331,0.015600690618157387
2018-03-23,0.7999594807624817,0.050034403800964355,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-03-24,0.7999595403671265,0.050034310668706894,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-03-25,0.8603334426879883,0.035982485860586166,0.03444664552807808,0.035733822733163834,0.03350361809134483
2018-03-26,0.8776890635490417,0.030718514695763588,0.030530013144016266,0.030542593449354172,0.030519789084792137
2018-03-27,0.7999594211578369,0.050034474581480026,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-03-28,0.3011520206928253,0.5866368412971497,0.0,0.0,0.10652980208396912
2018-03-30,0.8850332498550415,0.029186764732003212,0.02863353118300438,0.02857322245836258,0.028573207557201385
2018-03-31,0.3854370713233948,0.19253189861774445,0.28046104311943054,0.013336729258298874,0.12823325395584106
2018-04-01,0.3481963872909546,0.28880709409713745,0.33545950055122375,0.01333638746291399,0.014200660400092602
2018-04-02,0.8683821558952332,0.033063821494579315,0.03284931555390358,0.03287959471344948,0.03282512351870537
2018-04-03,0.3011442720890045,0.5866451859474182,0.0,0.0,0.10652918368577957
2018-04-04,0.9158604145050049,0.0,0.0,0.01770097203552723,0.0637117400765419
2018-04-06,0.17596590518951416,0.79782634973526,0.0,0.0,0.0
2018-04-07,0.6908317804336548,0.2743520140647888,0.012611061334609985,0.02033611759543419,0.0
2018-04-08,0.8943198323249817,0.07491327822208405,0.010229685343801975,0.010231021791696548,0.010306173004209995
2018-04-10,0.29689502716064453,0.3655337989330292,0.21981817483901978,0.10050942748785019,0.017243562266230583
2018-04-11,0.4842841625213623,0.02269134111702442,0.10641838610172272,0.02222377620637417,0.3643823564052582
2018-04-12,0.64537113904953,0.018847661092877388,0.019285084679722786,0.018183134496212006,0.2983129918575287
2018-04-13,0.8396070003509521,0.040388286113739014,0.040001582354307175,0.04000158980488777,0.04000157490372658
2018-04-14,0.5276822447776794,0.3855528235435486,0.028573496267199516,0.02857350744307041,0.02961796149611473
2018-04-15,0.5276763439178467,0.38556045293807983,0.028573494404554367,0.028573505580425262,0.029616203159093857
2018-04-17,0.5256556272506714,0.3986234962940216,0.025001658126711845,0.02500166743993759,0.025717584416270256
2018-04-18,0.5824547410011292,0.026841571554541588,0.022359607741236687,0.02222365140914917,0.3461204171180725
2018-04-19,0.5191876888275146,0.47192707657814026,0.0,0.0,0.0
2018-04-20,0.17764465510845184,0.41988158226013184,0.0,0.0,0.3932896554470062
2018-04-21,0.5191786885261536,0.4719361662864685,0.0,0.0,0.0
2018-04-22,0.42442184686660767,0.23221836984157562,0.1303054839372635,0.0,0.21084807813167572
2018-04-23,0.16810080409049988,0.47771698236465454,0.0,0.0,0.34736496210098267
2018-04-24,0.8998627662658691,0.02513423189520836,0.025001011788845062,0.02500101737678051,0.025001008063554764
2018-04-25,0.193562850356102,0.48419541120529175,0.046606216579675674,0.027126289904117584,0.24850919842720032
2018-04-26,0.7861508131027222,0.1349424570798874,0.012109489180147648,0.0,0.06578955799341202
2018-04-27,0.4178570806980133,0.4262142479419708,0.12237659841775894,0.016697855666279793,0.016854196786880493
2018-04-28,0.8396148085594177,0.04038040712475777,0.040001578629016876,0.04000158607959747,0.04000157117843628
2018-04-29,0.811698853969574,0.17706067860126495,0.0,0.0,0.0
2018-04-30,0.2615097463130951,0.7263330221176147,0.0,0.0,0.0
2018-05-01,0.7953214049339294,0.13223834335803986,0.0,0.06721752882003784,0.0
2018-05-02,0.8606038093566895,0.08814747631549835,0.0,0.0,0.04725940525531769
2018-05-03,0.8117004632949829,0.1770591288805008,0.0,0.0,0.0
2018-05-04,0.892448365688324,0.0,0.0,0.0,0.1010921522974968
2018-05-05,0.15904206037521362,0.7738873362541199,0.022304503247141838,0.02240830659866333,0.022357795387506485
2018-05-06,0.21881049871444702,0.4916835427284241,0.0665171667933464,0.03296779841184616,0.19002105295658112
2018-05-07,0.10000956058502197,0.10000956058502197,0.5999616384506226,0.10000969469547272,0.10000957548618317
2018-05-08,0.6974899172782898,0.20207738876342773,0.033740926533937454,0.033345967531204224,0.03334583714604378
2018-05-09,0.26150575280189514,0.7263369560241699,0.0,0.0,0.0
2018-05-10,0.7953283190727234,0.13223135471343994,0.0,0.06721761077642441,0.0
2018-05-11,0.43348976969718933,0.4938422441482544,0.0656009316444397,0.0,0.0
2018-05-12,0.27877455949783325,0.710932195186615,0.0,0.0,0.0
2018-05-13,0.7433072924613953,0.028711680322885513,0.170580193400383,0.028700683265924454,0.028700154274702072
2018-05-14,0.7999594211578369,0.05003443732857704,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-05-15,0.8399221301078796,0.040072523057460785,0.0400017648935318,0.040001772344112396,0.040001753717660904
2018-05-16,0.7001140713691711,0.033364079892635345,0.1998249590396881,0.033348485827445984,0.033348336815834045
2018-05-17,0.782625675201416,0.16220895946025848,0.018740806728601456,0.018193501979112625,0.018231097608804703
2018-05-18,0.5450015664100647,0.3799779713153839,0.025002282112836838,0.025002293288707733,0.02501584216952324
2018-05-19,0.425293892621994,0.025250578299164772,0.2769401967525482,0.02562425099313259,0.2468910664319992
2018-05-20,0.7999594807624817,0.05003436282277107,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-05-21,0.7347961068153381,0.02546590007841587,0.027032501995563507,0.02567644976079464,0.18702903389930725
2018-05-22,0.7293293476104736,0.028826216235756874,0.03113333135843277,0.028573933988809586,0.18213717639446259
2018-05-23,0.433487206697464,0.4938412606716156,0.06560343503952026,0.0,0.0
2018-05-24,0.2787751257419586,0.710931658744812,0.0,0.0,0.0
2018-05-25,0.39854004979133606,0.06695978343486786,0.40057557821273804,0.06696359068155289,0.06696096807718277
2018-05-26,0.06702353805303574,0.7303236722946167,0.06902164220809937,0.06667183339595795,0.06695935130119324
2018-05-27,0.6407685875892639,0.04006549343466759,0.23908783495426178,0.040039245039224625,0.04003881290555
2018-05-28,0.8396134972572327,0.040381744503974915,0.040001578629016876,0.04000158607959747,0.04000157117843628
2018-05-29,0.49481189250946045,0.41946494579315186,0.028574403375387192,0.028574418276548386,0.028574388474225998
2018-05-30,0.8606007695198059,0.08815304934978485,0.0,0.0,0.04725683480501175
2018-05-31,0.5884628295898438,0.3042784631252289,0.0,0.0,0.1014016717672348
2018-06-01,0.5659112334251404,0.30351805686950684,0.037288226187229156,0.025001900270581245,0.06828054785728455
2018-06-02,0.5884637236595154,0.3042796552181244,0.0,0.0,0.10139954835176468
2018-06-03,0.8399748206138611,0.04002046957612038,0.04000158980488777,0.04000159725546837,0.040001578629016876
2018-06-04,0.48439234495162964,0.020327096804976463,0.4552343189716339,0.02000441588461399,0.020041828975081444
2018-06-05,0.3755795359611511,0.1145915538072586,0.12054326385259628,0.36787623167037964,0.02140939049422741
2018-06-06,0.9552515745162964,0.0,0.03149459883570671,0.0,0.0
2018-06-07,0.9550631642341614,0.0,0.03196946531534195,0.0,0.0
2018-06-08,0.41254499554634094,0.22712938487529755,0.18040409684181213,0.0,0.1775934398174286
2018-06-09,0.23476646840572357,0.44221577048301697,0.04028354957699776,0.24220377206802368,0.0405304916203022
2018-06-10,0.5659042000770569,0.303524911403656,0.03728855028748512,0.025001952424645424,0.06828045845031738
2018-06-11,0.6939036846160889,0.02878412790596485,0.02908565290272236,0.028713786974549294,0.21951274573802948
2018-06-12,0.5046001672744751,0.4270996153354645,0.022225286811590195,0.02222529612481594,0.023849638178944588
2018-06-13,0.9073212742805481,0.06308358162641525,0.0,0.0,0.024636713787913322
2018-06-14,0.8773003220558167,0.06610886007547379,0.0,0.0,0.05133434012532234
2018-06-15,0.9384103417396545,0.0,0.0,0.0,0.05467608571052551
2018-06-16,0.9085060954093933,0.0826992318034172,0.0,0.0,0.0
2018-06-17,0.892451286315918,0.0,0.0,0.0,0.10108920931816101
2018-06-18,0.5480378270149231,0.27915698289871216,0.1312752515077591,0.02003677934408188,0.02149316668510437
2018-06-19,0.6262155771255493,0.2970937490463257,0.025689747184515,0.02500438317656517,0.025996601209044456
2018-06-20,0.7634231448173523,0.2236897349357605,0.0,0.0,0.0
2018-06-21,0.31867241859436035,0.3811086416244507,0.2667120695114136,0.016681823879480362,0.016825031489133835
2018-06-22,0.7634471654891968,0.2057226598262787,0.0,0.0,0.02539009600877762
2018-06-23,0.36657649278640747,0.6243677735328674,0.0,0.0,0.0
2018-06-24,0.919339120388031,0.020641878247261047,0.020006338134407997,0.020006371662020683,0.020006315782666206
2018-06-25,0.6649176478385925,0.015547027811408043,0.2069527953863144,0.01538680586963892,0.09719572961330414
2018-06-26,0.8413366675376892,0.10075806081295013,0.0,0.0,0.05366308614611626
2018-06-27,0.36657580733299255,0.6243674159049988,0.0,0.0,0.0
2018-06-28,0.8073919415473938,0.0,0.0,0.04391464218497276,0.14358025789260864
2018-06-29,0.36657607555389404,0.6243677735328674,0.0,0.0,0.0
2018-06-30,0.6830559968948364,0.30819082260131836,0.0,0.0,0.0
2018-07-01,0.799959123134613,0.050034694373607635,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-07-02,0.5542209148406982,0.3855289816856384,0.02010132372379303,0.020032957196235657,0.020115813240408897
2018-07-03,0.7999594211578369,0.05003443732857704,0.050002045929431915,0.05000206083059311,0.05000203847885132
2018-07-04,0.15939699113368988,0.0,0.7188990116119385,0.11192001402378082,0.0
2018-07-05,0.6830580830574036,0.3081887662410736,0.0,0.0,0.0
2018-07-06,0.5809420943260193,0.25118502974510193,0.114395871758461,0.025355152785778046,0.02812184765934944
2018-07-07,0.4674246609210968,0.47217610478401184,0.02021676115691662,0.020007554441690445,0.020174892619252205
2018-07-08,0.6922339797019958,0.1611662358045578,0.0,0.0,0.13930727541446686
